0,1,2,3,4,5,6,7,8,9
5.630827,-3.684631,2.7552722,-3.5900943,3.9728425,-0.9532067,3.6550965,6.633045,-2.9525132,-2.6899402
7.2414365,-5.3169465,3.7355871,-4.5144167,5.232098,-1.1625699,5.5513873,9.246808,-3.598397,-3.8552754
4.682859,-2.4037035,3.5359566,-2.2971954,3.0029323,-1.9999216,3.8918848,5.8675847,-2.8454792,-2.9810777
5.206387,-2.9384751,3.1796675,-2.9000883,3.4527497,-1.4996438,3.804449,6.247277,-2.9564831,-2.8864334
7.2005177,-4.6829133,4.1565604,-4.1604075,4.8713226,-1.6129775,5.563676,8.962093,-3.8424442,-4.0639644
7.235224,-5.9536724,2.9195673,-4.9689813,5.428451,-0.39472598,5.175763,9.099147,-3.3078258,-3.4938543
6.4991407,-5.0789614,2.150249,-4.504548,4.725981,0.014094336,4.2553287,7.8077555,-2.965301,-2.9361572
6.5125275,-4.3702154,3.7719648,-3.765876,4.4451995,-1.4901164,5.210398,8.316262,-3.4329255,-3.8000758
6.662187,-4.444865,3.8613532,-3.8739536,4.5744147,-1.4761628,5.185585,8.3851385,-3.5145953,-3.7979853
6.8504496,-4.6630077,3.9122813,-3.9935808,4.7044673,-1.4901311,5.4678483,8.730941,-3.5768285,-3.944491
6.376061,-4.4490213,3.1424382,-3.9745488,4.4754825,-0.947651,4.601875,7.8256245,-3.2436974,-3.31546
5.3626003,-3.1991024,3.0828586,-3.1940532,3.660355,-1.3695499,3.681129,6.34602,-2.99984,-2.787145
7.0740404,-5.5272007,3.422968,-4.555116,5.1318913,-0.8471303,5.45318,9.078798,-3.4478197,-3.7904313
5.7563243,-4.5026045,3.0750458,-3.7244468,4.3491797,-0.9094991,4.519405,7.567713,-2.8086138,-3.1279757
6.4455,-5.298101,2.6237566,-4.4031243,4.876114,-0.2648033,4.637728,8.251762,-2.9394693,-3.2083347
4.9497204,-4.7914553,1.4470276,-3.8602784,4.182704,0.4679774,3.2594862,6.526739,-2.0187848,-2.1954765
7.374698,-5.361969,3.8314455,-4.5212207,5.16674,-1.192057,5.743181,9.39701,-3.7113898,-4.0885887
7.299165,-5.0815787,3.683637,-4.581312,5.266993,-1.1344337,5.1762233,8.997633,-3.6754398,-3.6429768
6.666924,-4.9752803,2.4427574,-4.544361,4.7782335,-0.19092804,4.2788095,7.884493,-3.1835537,-2.9892185
7.16156,-5.085217,3.5046346,-4.4748883,5.091036,-1.0329937,5.2180557,8.868331,-3.5642672,-3.684081
6.8175554,-4.399677,4.336607,-3.7632022,4.585815,-1.8976449,5.66384,8.78546,-3.7122123,-4.1378713
6.7172875,-4.8379006,3.535645,-4.095296,4.712494,-1.129531,5.2842293,8.605946,-3.3998368,-3.7675285
6.789205,-4.290027,3.5203173,-4.156523,4.6682625,-1.3098363,4.694142,8.140553,-3.5375438,-3.5466957
5.165094,-3.4321375,2.252726,-3.5647902,3.802869,-0.6419824,3.0097072,5.99058,-2.628564,-2.2833765
-0.71662116,-7.248607,-7.961574,-5.2914243,4.545372,7.1907854,-4.28168,0.99820375,3.9494612,4.620365
5.4008737,-3.263353,3.2468855,-3.0421686,3.6187608,-1.386205,4.107726,6.6655416,-3.0228994,-3.0806317
